DATE,SP500,DJIA,VIXCLS
2014-02-26,,,14.35
2014-02-27,,,14.04
2014-02-28,,,14.0
2014-03-03,,,16.0
2014-03-04,,,14.1
2014-03-05,,,13.89
2014-03-06,,,14.21
2014-03-07,,,14.11
2014-03-10,,,14.2
2014-03-11,,,14.8
2014-03-12,,,14.47
2014-03-13,,,16.22
2014-03-14,,,17.82
2014-03-17,,,15.64
2014-03-18,,,14.52
2014-03-19,,,15.12
2014-03-20,,,14.52
2014-03-21,,,15.0
2014-03-24,,,15.09
2014-03-25,,,14.02
2014-03-26,,,14.93
2014-03-27,,,14.62
2014-03-28,,,14.41
2014-03-31,,,13.88
2014-04-01,,,13.1
2014-04-02,,,13.09
2014-04-03,,,13.37
2014-04-04,,,13.96
2014-04-07,,,15.57
2014-04-08,,,14.89
2014-04-09,,,13.82
2014-04-10,,,15.89
2014-04-11,,,17.03
2014-04-14,,,16.11
2014-04-15,,,15.61
2014-04-16,,,14.18
2014-04-17,,,13.36
2014-04-18,,,
2014-04-21,,,13.25
2014-04-22,,,13.19
2014-04-23,,,13.27
2014-04-24,,,13.32
2014-04-25,,,14.06
2014-04-28,,,13.97
2014-04-29,,,13.71
2014-04-30,,,13.41
2014-05-01,,,13.25
2014-05-02,,,12.91
2014-05-05,,,13.29
2014-05-06,,,13.8
2014-05-07,,,13.4
2014-05-08,,,13.43
2014-05-09,,,12.92
2014-05-12,,,12.23
2014-05-13,,,12.13
2014-05-14,,,12.17
2014-05-15,,,13.17
2014-05-16,,,12.44
2014-05-19,,,12.42
2014-05-20,,,12.96
2014-05-21,,,11.91
2014-05-22,,,12.03
2014-05-23,,,11.36
2014-05-26,,,
2014-05-27,,,11.51
2014-05-28,,,11.68
2014-05-29,,,11.57
2014-05-30,,,11.4
2014-06-02,,,11.58
2014-06-03,,,11.87
2014-06-04,,,12.08
2014-06-05,,,11.68
2014-06-06,,,10.73
2014-06-09,,,11.15
2014-06-10,,,10.99
2014-06-11,,,11.6
2014-06-12,,,12.56
2014-06-13,,,12.18
2014-06-16,,,12.65
2014-06-17,,,12.06
2014-06-18,,,10.61
2014-06-19,,,10.62
2014-06-20,,,10.85
2014-06-23,,,10.98
2014-06-24,,,12.13
2014-06-25,,,11.59
2014-06-26,,,11.63
2014-06-27,,,11.26
2014-06-30,,,11.57
2014-07-01,,,11.15
2014-07-02,,,10.82
2014-07-03,,,10.32
2014-07-04,,,
2014-07-07,,,11.33
2014-07-08,,,11.98
2014-07-09,,,11.65
2014-07-10,,,12.59
2014-07-11,,,12.08
2014-07-14,,,11.82
2014-07-15,,,11.96
2014-07-16,,,11.0
2014-07-17,,,14.54
2014-07-18,,,12.06
2014-07-21,,,12.81
2014-07-22,,,12.24
2014-07-23,,,11.52
2014-07-24,,,11.84
2014-07-25,,,12.69
2014-07-28,,,12.56
2014-07-29,,,13.28
2014-07-30,,,13.33
2014-07-31,,,16.95
2014-08-01,,,17.03
2014-08-04,,,15.12
2014-08-05,,,16.87
2014-08-06,,,16.37
2014-08-07,,,16.66
2014-08-08,,,15.77
2014-08-11,,,14.23
2014-08-12,,,14.13
2014-08-13,,,12.9
2014-08-14,,,12.42
2014-08-15,,,13.15
2014-08-18,,,12.32
2014-08-19,,,12.21
2014-08-20,,,11.78
2014-08-21,,,11.76
2014-08-22,,,11.47
2014-08-25,,,11.7
2014-08-26,,,11.63
2014-08-27,,,11.78
2014-08-28,,,12.05
2014-08-29,,,11.98
2014-09-01,,,
2014-09-02,,,12.25
2014-09-03,,,12.36
2014-09-04,,,12.64
2014-09-05,,,12.09
2014-09-08,,,12.66
2014-09-09,,,13.5
2014-09-10,,,12.88
2014-09-11,,,12.8
2014-09-12,,,13.31
2014-09-15,,,14.12
2014-09-16,,,12.73
2014-09-17,,,12.65
2014-09-18,,,12.03
2014-09-19,,,12.11
2014-09-22,,,13.69
2014-09-23,,,14.93
2014-09-24,,,13.27
2014-09-25,,,15.64
2014-09-26,,,14.85
2014-09-29,,,15.98
2014-09-30,,,16.31
2014-10-01,,,16.71
2014-10-02,,,16.16
2014-10-03,,,14.55
2014-10-06,,,15.46
2014-10-07,,,17.2
2014-10-08,,,15.11
2014-10-09,,,18.76
2014-10-10,,,21.24
2014-10-13,,,24.64
2014-10-14,,,22.79
2014-10-15,,,26.25
2014-10-16,,,25.2
2014-10-17,,,21.99
2014-10-20,,,18.57
2014-10-21,,,16.08
2014-10-22,,,17.87
2014-10-23,,,16.53
2014-10-24,,,16.11
2014-10-27,,,16.04
2014-10-28,,,14.39
2014-10-29,,,15.15
2014-10-30,,,14.52
2014-10-31,,,14.03
2014-11-03,,,14.73
2014-11-04,,,14.89
2014-11-05,,,14.17
2014-11-06,,,13.67
2014-11-07,,,13.12
2014-11-10,,,12.67
2014-11-11,,,12.92
2014-11-12,,,13.02
2014-11-13,,,13.79
2014-11-14,,,13.31
2014-11-17,,,13.99
2014-11-18,,,13.86
2014-11-19,,,13.96
2014-11-20,,,13.58
2014-11-21,,,12.9
2014-11-24,,,12.62
2014-11-25,,,12.25
2014-11-26,,,12.07
2014-11-27,,,
2014-11-28,,,13.33
2014-12-01,,,14.29
2014-12-02,,,12.85
2014-12-03,,,12.47
2014-12-04,,,12.38
2014-12-05,,,11.82
2014-12-08,,,14.21
2014-12-09,,,14.89
2014-12-10,,,18.53
2014-12-11,,,20.08
2014-12-12,,,21.08
2014-12-15,,,20.42
2014-12-16,,,23.57
2014-12-17,,,19.44
2014-12-18,,,16.81
2014-12-19,,,16.49
2014-12-22,,,15.25
2014-12-23,,,14.8
2014-12-24,,,14.37
2014-12-25,,,
2014-12-26,,,14.5
2014-12-29,,,15.06
2014-12-30,,,15.92
2014-12-31,,,19.2
2015-01-01,,,
2015-01-02,,,17.79
2015-01-05,,,19.92
2015-01-06,,,21.12
2015-01-07,,,19.31
2015-01-08,,,17.01
2015-01-09,,,17.55
2015-01-12,,,19.6
2015-01-13,,,20.56
2015-01-14,,,21.48
2015-01-15,,,22.39
2015-01-16,,,20.95
2015-01-19,,,
2015-01-20,,,19.89
2015-01-21,,,18.85
2015-01-22,,,16.4
2015-01-23,,,16.66
2015-01-26,,,15.52
2015-01-27,,,17.22
2015-01-28,,,20.44
2015-01-29,,,18.76
2015-01-30,,,20.97
2015-02-02,,,19.43
2015-02-03,,,17.33
2015-02-04,,,18.33
2015-02-05,,,16.85
2015-02-06,,,17.29
2015-02-09,,,18.55
2015-02-10,,,17.23
2015-02-11,,,16.96
2015-02-12,,,15.34
2015-02-13,,,14.69
2015-02-16,,,
2015-02-17,,,15.8
2015-02-18,,,15.45
2015-02-19,,,15.29
2015-02-20,,,14.3
2015-02-23,,,14.56
2015-02-24,,,13.69
2015-02-25,,,13.84
2015-02-26,,,13.91
2015-02-27,,,13.34
2015-03-02,,,13.04
2015-03-03,,,13.86
2015-03-04,,,14.23
2015-03-05,,,14.04
2015-03-06,,,15.2
2015-03-09,,,15.06
2015-03-10,,,16.69
2015-03-11,,,16.87
2015-03-12,,,15.42
2015-03-13,,,16.0
2015-03-16,,,15.61
2015-03-17,,,15.66
2015-03-18,,,13.97
2015-03-19,,,14.07
2015-03-20,,,13.02
2015-03-23,,,13.41
2015-03-24,,,13.62
2015-03-25,,,15.44
2015-03-26,,,15.8
2015-03-27,,,15.07
2015-03-30,,,14.51
2015-03-31,,,15.29
2015-04-01,,,15.11
2015-04-02,,,14.67
2015-04-03,,,
2015-04-06,,,14.74
2015-04-07,,,14.78
2015-04-08,,,13.98
2015-04-09,,,13.09
2015-04-10,,,12.58
2015-04-13,,,13.94
2015-04-14,,,13.67
2015-04-15,,,12.84
2015-04-16,,,12.6
2015-04-17,,,13.89
2015-04-20,,,13.3
2015-04-21,,,13.25
2015-04-22,,,12.71
2015-04-23,,,12.48
2015-04-24,,,12.29
2015-04-27,,,13.12
2015-04-28,,,12.41
2015-04-29,,,13.39
2015-04-30,,,14.55
2015-05-01,,,12.7
2015-05-04,,,12.85
2015-05-05,,,14.31
2015-05-06,,,15.15
2015-05-07,,,15.13
2015-05-08,,,12.86
2015-05-11,,,13.85
2015-05-12,,,13.86
2015-05-13,,,13.76
2015-05-14,,,12.74
2015-05-15,,,12.38
2015-05-18,,,12.73
2015-05-19,,,12.85
2015-05-20,,,12.88
2015-05-21,,,12.11
2015-05-22,,,12.13
2015-05-25,,,
2015-05-26,,,14.06
2015-05-27,,,13.27
2015-05-28,,,13.31
2015-05-29,,,13.84
2015-06-01,,,13.97
2015-06-02,,,14.24
2015-06-03,,,13.66
2015-06-04,,,14.71
2015-06-05,,,14.21
2015-06-08,,,15.29
2015-06-09,,,14.47
2015-06-10,,,13.22
2015-06-11,,,12.85
2015-06-12,,,13.78
2015-06-15,,,15.39
2015-06-16,,,14.81
2015-06-17,,,14.5
2015-06-18,,,13.19
2015-06-19,,,13.96
2015-06-22,,,12.74
2015-06-23,,,12.11
2015-06-24,,,13.26
2015-06-25,,,14.01
2015-06-26,,,14.02
2015-06-29,,,18.85
2015-06-30,,,18.23
2015-07-01,,,16.09
2015-07-02,,,16.79
2015-07-03,,,
2015-07-06,,,17.01
2015-07-07,,,16.09
2015-07-08,,,19.66
2015-07-09,,,19.97
2015-07-10,,,16.83
2015-07-13,,,13.9
2015-07-14,,,13.37
2015-07-15,,,13.23
2015-07-16,,,12.11
2015-07-17,,,11.95
2015-07-20,,,12.25
2015-07-21,,,12.22
2015-07-22,,,12.12
2015-07-23,,,12.64
2015-07-24,,,13.74
2015-07-27,,,15.6
2015-07-28,,,13.44
2015-07-29,,,12.5
2015-07-30,,,12.13
2015-07-31,,,12.12
2015-08-03,2098.04,17598.2,12.56
2015-08-04,2093.32,17550.69,13.0
2015-08-05,2099.84,17540.47,12.51
2015-08-06,2083.56,17419.75,13.77
2015-08-07,2077.57,17373.38,13.39
2015-08-10,2104.18,17615.17,12.23
2015-08-11,2084.07,17402.84,13.71
2015-08-12,2086.05,17402.51,13.61
2015-08-13,2083.39,17408.25,13.49
2015-08-14,2091.54,17477.4,12.83
2015-08-17,2102.44,17545.18,13.02
2015-08-18,2096.92,17511.34,13.79
2015-08-19,2079.61,17348.73,15.25
2015-08-20,2035.73,16990.69,19.14
2015-08-21,1970.89,16459.75,28.03
2015-08-24,1893.21,15871.35,40.74
2015-08-25,1867.61,15666.44,36.02
2015-08-26,1940.51,16285.51,30.32
2015-08-27,1987.66,16654.77,26.1
2015-08-28,1988.87,16643.01,26.05
2015-08-31,1972.18,16528.03,28.43
2015-09-01,1913.85,16058.35,31.4
2015-09-02,1948.86,16351.38,26.09
2015-09-03,1951.13,16374.76,25.61
2015-09-04,1921.22,16102.38,27.8
2015-09-07,,,
2015-09-08,1969.41,16492.68,24.9
2015-09-09,1942.04,16253.57,26.23
2015-09-10,1952.29,16330.4,24.37
2015-09-11,1961.05,16433.09,23.2
2015-09-14,1953.03,16370.96,24.25
2015-09-15,1978.09,16599.85,22.54
2015-09-16,1995.31,16739.95,21.35
2015-09-17,1990.2,16674.74,21.14
2015-09-18,1958.03,16384.58,22.28
2015-09-21,1966.97,16510.19,20.14
2015-09-22,1942.74,16330.47,22.44
2015-09-23,1938.76,16279.89,22.13
2015-09-24,1932.24,16201.32,23.47
2015-09-25,1931.34,16314.67,23.62
2015-09-28,1881.77,16001.89,27.63
2015-09-29,1884.09,16049.13,26.83
2015-09-30,1920.03,16284.7,24.5
2015-10-01,1923.82,16272.01,22.55
2015-10-02,1951.36,16472.37,20.94
2015-10-05,1987.05,16776.43,19.54
2015-10-06,1979.92,16790.19,19.4
2015-10-07,1995.83,16912.29,18.4
2015-10-08,2013.43,17050.75,17.42
2015-10-09,2014.89,17084.49,17.08
2015-10-12,2017.46,17131.86,16.17
2015-10-13,2003.69,17081.89,17.67
2015-10-14,1994.24,16924.75,18.03
2015-10-15,2023.86,17141.75,16.05
2015-10-16,2033.11,17215.97,15.05
2015-10-19,2033.66,17230.54,14.98
2015-10-20,2030.77,17217.11,15.75
2015-10-21,2018.94,17168.61,16.7
2015-10-22,2052.51,17489.16,14.45
2015-10-23,2075.15,17646.7,14.46
2015-10-26,2071.18,17623.05,15.29
2015-10-27,2065.89,17581.43,15.43
2015-10-28,2090.35,17779.52,14.33
2015-10-29,2089.41,17755.8,14.61
2015-10-30,2079.36,17663.54,15.07
2015-11-02,2104.05,17828.76,14.15
2015-11-03,2109.79,17918.15,14.54
2015-11-04,2102.31,17867.58,15.51
2015-11-05,2099.93,17863.43,15.05
2015-11-06,2099.2,17910.33,14.33
2015-11-09,2078.58,17730.48,16.52
2015-11-10,2081.72,17758.21,15.29
2015-11-11,2075.0,17702.22,16.06
2015-11-12,2045.97,17448.07,18.37
2015-11-13,2023.04,17245.24,20.08
2015-11-16,2053.19,17483.01,18.16
2015-11-17,2050.44,17489.5,18.84
2015-11-18,2083.58,17737.16,16.85
2015-11-19,2081.24,17732.75,16.99
2015-11-20,2089.17,17823.81,15.47
2015-11-23,2086.59,17792.68,15.62
2015-11-24,2089.14,17812.19,15.93
2015-11-25,2088.87,17813.39,15.19
2015-11-26,,,
2015-11-27,2090.11,17798.49,15.12
2015-11-30,2080.41,17719.92,16.13
2015-12-01,2102.63,17888.35,14.67
2015-12-02,2079.51,17729.68,15.91
2015-12-03,2049.62,17477.67,18.11
2015-12-04,2091.69,17847.63,14.81
2015-12-07,2077.07,17730.51,15.84
2015-12-08,2063.59,17568.0,17.6
2015-12-09,2047.62,17492.3,19.61
2015-12-10,2052.23,17574.75,19.34
2015-12-11,2012.37,17265.21,24.39
2015-12-14,2021.94,17368.5,22.73
2015-12-15,2043.41,17524.91,20.95
2015-12-16,2073.07,17749.09,17.86
2015-12-17,2041.89,17495.84,18.94
2015-12-18,2005.55,17128.55,20.7
2015-12-21,2021.15,17251.62,18.7
2015-12-22,2038.97,17417.27,16.6
2015-12-23,2064.29,17602.61,15.57
2015-12-24,2060.99,17552.17,15.74
2015-12-25,,,
2015-12-28,2056.5,17528.27,16.91
2015-12-29,2078.36,17720.98,16.08
2015-12-30,2063.36,17603.87,17.29
2015-12-31,2043.94,17425.03,18.21
2016-01-01,,,
2016-01-04,2012.66,17148.94,20.7
2016-01-05,2016.71,17158.66,19.34
2016-01-06,1990.26,16906.51,20.59
2016-01-07,1943.09,16514.1,24.99
2016-01-08,1922.03,16346.45,27.01
2016-01-11,1923.67,16398.57,24.3
2016-01-12,1938.68,16516.22,22.47
2016-01-13,1890.28,16151.41,25.22
2016-01-14,1921.84,16379.05,23.95
2016-01-15,1880.33,15988.08,27.02
2016-01-18,,,
2016-01-19,1881.33,16016.02,26.05
2016-01-20,1859.33,15766.74,27.59
2016-01-21,1868.99,15882.68,26.69
2016-01-22,1906.9,16093.51,22.34
2016-01-25,1877.08,15885.22,24.15
2016-01-26,1903.63,16167.23,22.5
2016-01-27,1882.95,15944.46,23.11
2016-01-28,1893.36,16069.64,22.42
2016-01-29,1940.24,16466.3,20.2
2016-02-01,1939.38,16449.18,19.98
2016-02-02,1903.03,16153.54,21.98
2016-02-03,1912.53,16336.66,21.65
2016-02-04,1915.45,16416.58,21.84
2016-02-05,1880.05,16204.97,23.38
2016-02-08,1853.44,16027.05,26.0
2016-02-09,1852.21,16014.38,26.54
2016-02-10,1851.86,15914.74,26.29
2016-02-11,1829.08,15660.18,28.14
2016-02-12,1864.78,15973.84,25.4
2016-02-15,,,
2016-02-16,1895.58,16196.41,24.11
2016-02-17,1926.82,16453.83,22.31
2016-02-18,1917.83,16413.43,21.64
2016-02-19,1917.78,16391.99,20.53
2016-02-22,1945.5,16620.66,19.38
2016-02-23,1921.27,16431.78,20.98
2016-02-24,1929.8,16484.99,20.72
2016-02-25,1951.7,16697.29,19.11
2016-02-26,1948.05,16639.97,19.81
2016-02-29,1932.23,16516.5,20.55
2016-03-01,1978.35,16865.08,17.7
2016-03-02,1986.45,16899.32,17.09
2016-03-03,1993.4,16943.9,16.7
2016-03-04,1999.99,17006.77,16.86
2016-03-07,2001.76,17073.95,17.35
2016-03-08,1979.26,16964.1,18.67
2016-03-09,1989.26,17000.36,18.34
2016-03-10,1989.57,16995.13,18.05
2016-03-11,2022.19,17213.31,16.5
2016-03-14,2019.64,17229.13,16.92
2016-03-15,2015.93,17251.53,16.84
2016-03-16,2027.22,17325.76,14.99
2016-03-17,2040.59,17481.49,14.44
2016-03-18,2049.58,17602.3,14.02
2016-03-21,2051.6,17623.87,13.79
2016-03-22,2049.8,17582.57,14.17
2016-03-23,2036.71,17502.59,14.94
2016-03-24,2035.94,17515.73,14.74
2016-03-25,,,
2016-03-28,2037.05,17535.39,15.24
2016-03-29,2055.01,17633.11,13.82
2016-03-30,2063.95,17716.66,13.56
2016-03-31,2059.74,17685.09,13.95
2016-04-01,2072.78,17792.75,13.1
2016-04-04,2066.13,17737.0,14.12
2016-04-05,2045.17,17603.32,15.42
2016-04-06,2066.66,17716.05,14.09
2016-04-07,2041.91,17541.96,16.16
2016-04-08,2047.6,17576.96,15.36
2016-04-11,2041.99,17556.41,16.26
2016-04-12,2061.72,17721.25,14.85
2016-04-13,2082.42,17908.28,13.84
2016-04-14,2082.78,17926.43,13.72
2016-04-15,2080.73,17897.46,13.62
2016-04-18,2094.34,18004.16,13.35
2016-04-19,2100.8,18053.6,13.24
2016-04-20,2102.4,18096.27,13.28
2016-04-21,2091.48,17982.52,13.95
2016-04-22,2091.58,18003.75,13.22
2016-04-25,2087.79,17977.24,14.08
2016-04-26,2091.7,17990.32,13.96
2016-04-27,2095.15,18041.55,13.77
2016-04-28,2075.81,17830.76,15.22
2016-04-29,2065.3,17773.64,15.7
2016-05-02,2081.43,17891.16,14.68
2016-05-03,2063.37,17750.91,15.6
2016-05-04,2051.12,17651.26,16.05
2016-05-05,2050.63,17660.71,15.91
2016-05-06,2057.14,17740.63,14.72
2016-05-09,2058.69,17705.91,14.57
2016-05-10,2084.39,17928.35,13.63
2016-05-11,2064.46,17711.12,14.69
2016-05-12,2064.11,17720.5,14.41
2016-05-13,2046.61,17535.32,15.04
2016-05-16,2066.66,17710.71,14.68
2016-05-17,2047.21,17529.98,15.57
2016-05-18,2047.63,17526.62,15.95
2016-05-19,2040.04,17435.4,16.33
2016-05-20,2052.32,17500.94,15.2
2016-05-23,2048.04,17492.93,15.82
2016-05-24,2076.06,17706.05,14.42
2016-05-25,2090.54,17851.51,13.9
2016-05-26,2090.1,17828.29,13.43
2016-05-27,2099.06,17873.22,13.12
2016-05-30,,,
2016-05-31,2096.96,17787.2,14.19
2016-06-01,2099.33,17789.67,14.2
2016-06-02,2105.26,17838.56,13.63
2016-06-03,2099.13,17807.06,13.47
2016-06-06,2109.41,17920.33,13.65
2016-06-07,2112.13,17938.28,14.05
2016-06-08,2119.12,18005.05,14.08
2016-06-09,2115.48,17985.19,14.64
2016-06-10,2096.07,17865.34,17.03
2016-06-13,2079.06,17732.48,20.97
2016-06-14,2075.32,17674.82,20.5
2016-06-15,2071.5,17640.17,20.14
2016-06-16,2077.99,17733.1,19.37
2016-06-17,2071.22,17675.16,19.41
2016-06-20,2083.25,17804.87,18.37
2016-06-21,2088.9,17829.73,18.48
2016-06-22,2085.45,17780.83,21.17
2016-06-23,2113.32,18011.07,17.25
2016-06-24,2037.41,17400.75,25.76
2016-06-27,2000.54,17140.24,23.85
2016-06-28,2036.09,17409.72,18.75
2016-06-29,2070.77,17694.68,16.64
2016-06-30,2098.86,17929.99,15.63
2016-07-01,2102.95,17949.37,14.77
2016-07-04,,,
2016-07-05,2088.55,17840.62,15.58
2016-07-06,2099.73,17918.62,14.96
2016-07-07,2097.9,17895.88,14.76
2016-07-08,2129.9,18146.74,13.2
2016-07-11,2137.16,18226.93,13.54
2016-07-12,2152.14,18347.67,13.55
2016-07-13,2152.43,18372.12,13.04
2016-07-14,2163.75,18506.41,12.82
2016-07-15,2161.74,18516.55,12.67
2016-07-18,2166.89,18533.05,12.44
2016-07-19,2163.78,18559.01,11.97
2016-07-20,2173.02,18595.03,11.77
2016-07-21,2165.17,18517.23,12.74
2016-07-22,2175.03,18570.85,12.02
2016-07-25,2168.48,18493.06,12.87
2016-07-26,2169.18,18473.75,13.05
2016-07-27,2166.58,18472.17,12.83
2016-07-28,2170.06,18456.35,12.72
2016-07-29,2173.6,18432.24,11.87
2016-08-01,2170.84,18404.51,12.44
2016-08-02,2157.03,18313.77,13.37
2016-08-03,2163.79,18355.0,12.86
2016-08-04,2164.25,18352.05,12.42
2016-08-05,2182.87,18543.53,11.39
2016-08-08,2180.89,18529.29,11.5
2016-08-09,2181.74,18533.05,11.66
2016-08-10,2175.49,18495.66,12.05
2016-08-11,2185.79,18613.52,11.68
2016-08-12,2184.05,18576.47,11.55
2016-08-15,2190.15,18636.05,11.81
2016-08-16,2178.15,18552.02,12.64
2016-08-17,2182.22,18573.94,12.19
2016-08-18,2187.02,18597.7,11.43
2016-08-19,2183.87,18552.57,11.34
2016-08-22,2182.64,18529.42,12.27
2016-08-23,2186.9,18547.3,12.38
2016-08-24,2175.44,18481.48,13.45
2016-08-25,2172.47,18448.41,13.63
2016-08-26,2169.04,18395.4,13.65
2016-08-29,2180.38,18502.99,12.94
2016-08-30,2176.12,18454.3,13.12
2016-08-31,2170.95,18400.88,13.42
2016-09-01,2170.86,18419.3,13.48
2016-09-02,2179.98,18491.96,11.98
2016-09-05,,,
2016-09-06,2186.48,18538.12,12.02
2016-09-07,2186.16,18526.14,11.94
2016-09-08,2181.3,18479.91,12.51
2016-09-09,2127.81,18085.45,17.5
2016-09-12,2159.04,18325.07,15.16
2016-09-13,2127.02,18066.75,17.85
2016-09-14,2125.77,18034.77,18.14
2016-09-15,2147.26,18212.48,16.3
2016-09-16,2139.16,18123.8,15.37
2016-09-19,2139.12,18120.17,15.53
2016-09-20,2139.76,18129.96,15.92
2016-09-21,2163.12,18293.7,13.3
2016-09-22,2177.18,18392.46,12.02
2016-09-23,2164.69,18261.45,12.29
2016-09-26,2146.1,18094.83,14.5
2016-09-27,2159.93,18228.3,13.1
2016-09-28,2171.37,18339.24,12.39
2016-09-29,2151.13,18143.45,14.02
2016-09-30,2168.27,18308.15,13.29
2016-10-03,2161.2,18253.85,13.57
2016-10-04,2150.49,18168.45,13.63
2016-10-05,2159.73,18281.03,12.99
2016-10-06,2160.77,18268.5,12.84
2016-10-07,2153.74,18240.49,13.48
2016-10-10,2163.66,18329.04,13.38
2016-10-11,2136.73,18128.66,15.36
2016-10-12,2139.18,18144.2,15.91
2016-10-13,2132.55,18098.94,16.69
2016-10-14,2132.98,18138.38,16.12
2016-10-17,2126.5,18086.4,16.21
2016-10-18,2139.6,18161.94,15.28
2016-10-19,2144.29,18202.62,14.41
2016-10-20,2141.34,18162.35,13.75
2016-10-21,2141.16,18145.71,13.34
2016-10-24,2151.33,18223.03,13.02
2016-10-25,2143.16,18169.27,13.46
2016-10-26,2139.43,18199.33,14.24
2016-10-27,2133.04,18169.68,15.36
2016-10-28,2126.41,18161.19,16.19
2016-10-31,2126.15,18142.42,17.06
2016-11-01,2111.72,18037.1,18.56
2016-11-02,2097.94,17959.64,19.32
2016-11-03,2088.66,17930.67,22.08
2016-11-04,2085.18,17888.28,22.51
2016-11-07,2131.52,18259.6,18.71
2016-11-08,2139.56,18332.74,18.74
2016-11-09,2163.26,18589.69,14.38
2016-11-10,2167.48,18807.88,14.74
2016-11-11,2164.45,18847.66,14.17
2016-11-14,2164.2,18868.69,14.48
2016-11-15,2180.39,18923.06,13.37
2016-11-16,2176.94,18868.14,13.72
2016-11-17,2187.12,18903.82,13.35
2016-11-18,2181.9,18867.93,12.85
2016-11-21,2198.18,18956.69,12.42
2016-11-22,2202.94,19023.87,12.41
2016-11-23,2204.72,19083.18,12.43
2016-11-24,,,
2016-11-25,2213.35,19152.14,12.34
2016-11-28,2201.72,19097.9,13.15
2016-11-29,2204.66,19121.6,12.9
2016-11-30,2198.81,19123.58,13.33
2016-12-01,2191.08,19191.93,14.07
2016-12-02,2191.95,19170.42,14.12
2016-12-05,2204.71,19216.24,12.14
2016-12-06,2212.23,19251.78,11.79
2016-12-07,2241.35,19549.62,12.22
2016-12-08,2246.19,19614.81,12.64
2016-12-09,2259.53,19756.85,11.75
2016-12-12,2256.96,19796.43,12.64
2016-12-13,2271.72,19911.21,12.72
2016-12-14,2253.28,19792.53,13.19
2016-12-15,2262.03,19852.24,12.79
2016-12-16,2258.07,19843.41,12.2
2016-12-19,2262.53,19883.06,11.71
2016-12-20,2270.76,19974.62,11.45
2016-12-21,2265.18,19941.96,11.27
2016-12-22,2260.96,19918.88,11.43
2016-12-23,2263.79,19933.81,11.44
2016-12-26,,,
2016-12-27,2268.88,19945.04,11.99
2016-12-28,2249.92,19833.68,12.95
2016-12-29,2249.26,19819.78,13.37
2016-12-30,2238.83,19762.6,14.04
2017-01-02,,,
2017-01-03,2257.83,19881.76,12.85
2017-01-04,2270.75,19942.16,11.85
2017-01-05,2269.0,19899.29,11.67
2017-01-06,2276.98,19963.8,11.32
2017-01-09,2268.9,19887.38,11.56
2017-01-10,2268.9,19855.53,11.49
2017-01-11,2275.32,19954.28,11.26
2017-01-12,2270.44,19891.0,11.54
2017-01-13,2274.64,19885.73,11.23
2017-01-16,,,
2017-01-17,2267.89,19826.77,11.87
2017-01-18,2271.89,19804.72,12.48
2017-01-19,2263.69,19732.4,12.78
2017-01-20,2271.31,19827.25,11.54
2017-01-23,2265.2,19799.85,11.77
2017-01-24,2280.07,19912.71,11.07
2017-01-25,2298.37,20068.51,10.81
2017-01-26,2296.68,20100.91,10.63
2017-01-27,2294.69,20093.78,10.58
2017-01-30,2280.9,19971.13,11.88
2017-01-31,2278.87,19864.09,11.99
2017-02-01,2279.55,19890.94,11.81
2017-02-02,2280.85,19884.91,11.93
2017-02-03,2297.42,20071.46,10.97
2017-02-06,2292.56,20052.42,11.37
2017-02-07,2293.08,20090.29,11.29
2017-02-08,2294.67,20054.34,11.45
2017-02-09,2307.87,20172.4,10.88
2017-02-10,2316.1,20269.37,10.85
2017-02-13,2328.25,20412.16,11.07
2017-02-14,2337.58,20504.41,10.74
2017-02-15,2349.25,20611.86,11.97
2017-02-16,2347.22,20619.77,11.76
2017-02-17,2351.16,20624.05,11.49
2017-02-20,,,
2017-02-21,2365.38,20743.0,11.57
2017-02-22,2362.82,20775.6,11.74
2017-02-23,2363.81,20810.32,11.71
2017-02-24,2367.34,20821.76,11.47
2017-02-27,2369.75,20837.44,12.09
2017-02-28,2363.64,20812.24,12.92
2017-03-01,2395.96,21115.55,12.54
2017-03-02,2381.92,21002.97,11.81
2017-03-03,2383.12,21005.71,10.96
2017-03-06,2375.31,20954.34,11.24
2017-03-07,2368.39,20924.76,11.45
2017-03-08,2362.98,20855.73,11.86
2017-03-09,2364.87,20858.19,12.3
2017-03-10,2372.6,20902.98,11.66
2017-03-13,2373.47,20881.48,11.35
2017-03-14,2365.45,20837.37,12.3
2017-03-15,2385.26,20950.1,11.63
2017-03-16,2381.38,20934.55,11.21
2017-03-17,2378.25,20914.62,11.28
2017-03-20,2373.47,20905.86,11.34
2017-03-21,2344.02,20668.01,12.47
2017-03-22,2348.45,20661.3,12.81
2017-03-23,2345.96,20656.58,13.12
2017-03-24,2343.98,20596.72,12.96
2017-03-27,2341.59,20550.98,12.5
2017-03-28,2358.57,20701.5,11.53
2017-03-29,2361.13,20659.32,11.42
2017-03-30,2368.06,20728.49,11.54
2017-03-31,2362.72,20663.22,12.37
2017-04-03,2358.84,20650.21,12.38
2017-04-04,2360.16,20689.24,11.79
2017-04-05,2352.95,20648.15,12.89
2017-04-06,2357.49,20662.95,12.39
2017-04-07,2355.54,20656.1,12.87
2017-04-10,2357.16,20658.02,14.05
2017-04-11,2353.78,20651.3,15.07
2017-04-12,2344.93,20591.86,15.77
2017-04-13,2328.95,20453.25,15.96
